NUMDOS|NUMDOSVERLING|ANCART|FILIERE|ETAPE|VERLING|FORMAT
DD758050|DD758050|LNEN60352-4/A1|ETR|99.60|E|PDFC
DD759050|DD759050|LNEN60352-4|ETR|99.60|E|PDFC
DD760050|DD760050|LNEN60439-3/A1|ETR|99.60|E|PDFC
DD761050|DD761050|LNEN60439-4/A11|ETR|99.60|E|PDFC
DD762050|DD762050|LNEN60444-1/A1|ETR|60.62|E|PDFC
DD763050|DD763050|LNEN60444-1|ETR|60.62|E|PDFC
DD764050|DD764050|LNEN60444-5|ETR|60.62|E|PDFC
DD765050|DD765050|LNEN60512-12-2|ETR|60.62|E|PDFC
DD766050|DD766050|LNEN60512-12-3|ETR|60.62|E|PDFC
DD767050|DD767050|LNEN60512-12-4|ETR|60.62|E|PDFC
DD768050|DD768050|LNEN60512-12-5|ETR|60.62|E|PDFC
DD769050|DD769050|LNEN60512-13-2|ETR|60.62|E|PDFC
DD770050|DD770050|LNEN60512-13-5|ETR|60.62|E|PDFC
DD771050|DD771050|LNEN60512-9-3|ETR|99.60|E|PDFC
DD772050|DD772050|LNEN60598-1|ETR|99.60|E|PDFC
DD773050|DD773050|LNEN60598-1/AC|ETR|99.60|E|PDFC
DD774050|DD774050|LNEN60598-2-13|ETR|60.62|E|PDFC
DD775050|DD775050|LNEN60598-2-22/AC|ETR|60.62|E|PDFC
DD776050|DD776050|LNEN60598-2-22|ETR|99.60|E|PDFC
DD777050|DD777050|LNEN60669-1/A1|ETR|99.60|E|PDFC
DD778050|DD778050|LNEN60669-1|ETR|99.60|E|PDFC
DD779050|DD779050|LNEN60730-2-13|ETR|99.60|E|PDFC
DD780050|DD780050|LNEN60745-2-18/AC|ETR|99.60|E|PDFC
DD781050|DD781050|LNEN60745-2-18|ETR|99.60|E|PDFC
DD782050|DD782050|LNEN60793-1-45|ETR|99.60|E|PDFC
DD783050|DD783050|LNEN60898-1/AC|ETR|99.60|E|PDFC
DD784050|DD784050|LNEN60898-1|ETR|60.62|E|PDFC
DD785050|DD785050|LNEN60968/A1|ETR|99.60|E|PDFC
DD786050|DD786050|LNEN60968/A2|ETR|99.60|E|PDFC
DD787050|DD787050|LNEN61000-6-2/AC|ETR|99.60|E|PDFC
DD788050|DD788050|LNEN61000-6-2|ETR|99.60|E|PDFC
DD789050|DD789050|LNEN61029-2-4|ETR|99.60|E|PDFC
DD790050|DD790050|LNEN61029-2-4/AC|ETR|99.60|E|PDFC
DD791050|DD791050|LNEN61057|ETR|99.60|E|PDFC
DD792050|DD792050|LNEN61223-3-5|ETR|99.60|E|PDFC
DD793050|DD793050|LNEN61300-3-29|ETR|99.60|E|PDFC
DD794050|DD794050|LNEN61347-2-11|ETR|60.62|E|PDFC
DD795050|DD795050|LNEN61347-2-11/AC|ETR|60.62|E|PDFC
DD796050|DD796050|LNEN61753-092-6|ETR|60.62|E|PDFC
DD634051|DD634051|LNEN61000-6-4|ETR|99.60|E|PDFC
DD635051|DD635051|LNEN50291|ETR|99.60|E|PDFC
DD636051|DD636051|LNEN60076-5|ETR|99.60|E|PDFC
DD637051|DD637051|LNEN61083-1|ETR|60.62|E|PDFC
DD638051|DD638051|LNEN50383|ETR|99.60|E|PDFC
DD639051|DD639051|LNEN50163|ETR|99.60|E|PDFC
DD640051|DD640051|LNEN61967-5|ETR|60.62|E|PDFC
DD641051|DD641051|LNEN62149-4|ETR|99.60|E|PDFC
DD642051|DD642051|LNEN62148-9|ETR|99.60|E|PDFC
DD643051|DD643051|LNEN62148-8|ETR|99.60|E|PDFC
DD644051|DD644051|LNEN62148-7|ETR|99.60|E|PDFC
DD645051|DD645051|LNEN61300-3-31|ETR|60.62|E|PDFC
DD646051|DD646051|LNEN60749-15|ETR|99.60|E|PDFC
DD647051|DD647051|LNEN60749-36|ETR|60.62|E|PDFC
DD648051|DD648051|LNEN60749-19|ETR|60.62|E|PDFC
DD649051|DD649051|LNEN60749-17|ETR|99.60|E|PDFC
DD650051|DD650051|LNEN60133|ETR|99.60|E|PDFC
DD651051|DD651051|LNEN60205|ETR|99.60|E|PDFC
DD652051|DD652051|LNEN60512-2-2|ETR|60.62|E|PDFC
DD653051|DD653051|LNEN60512-2-5|ETR|60.62|E|PDFC
DD654051|DD654051|LNEN60512-4-1|ETR|60.62|E|PDFC
DD655051|DD655051|LNEN60269-4/A2|ETR|99.60|E|PDFC
DD656051|DD656051|LNEN60730-2-7/A13|ETR|99.60|E|PDFC
DD657051|DD657051|LNEN60061-4/A8|ETR|60.62|E|PDFC
DD658051|DD658051|LNEN62148-4|ETR|60.62|E|PDFC
DD659051|DD659051|LNEN60974-6|ETR|99.60|E|PDFC
DD660051|DD660051|LNEN60947-8|ETR|60.62|E|PDFC
DD661051|DD661051|LNEN61290-10-3|ETR|60.62|E|PDFC
DD662051|DD662051|LNEN61290-10-2|ETR|99.60|E|PDFC
DD663051|DD663051|LNEN61290-10-1|ETR|99.60|E|PDFC
DD664051|DD664051|LNEN50289-3-15|ETR|60.62|E|PDFC
DD665051|DD665051|LNEN50289-4-14|ETR|60.62|E|PDFC
DD666051|DD666051|LNEN50289-3-13|ETR|60.62|E|PDFC
DD667051|DD667051|LNEN60286-2/A1|ETR|99.60|E|PDFC
DD668051|DD668051|LNEN61249-2-23|ETR|60.62|E|PDFC
DD669051|DD669051|LNEN60749-32|ETR|60.62|E|PDFC
DD670051|DD670051|LNEN60749-20|ETR|99.60|E|PDFC
DD671051|DD671051|LNEN60749-31|ETR|60.62|E|PDFC
DD672051|DD672051|LNEN60749-22|ETR|60.62|E|PDFC
DD673051|DD673051|LNEN60749-1|ETR|60.62|E|PDFC
DD674051|DD674051|LNEN60745-1|ETR|99.60|E|PDFC
DD675051|DD675051|LNEN60893-3-5|ETR|60.62|E|PDFC
DD676051|DD676051|LNEN60893-3-6|ETR|60.62|E|PDFC
DD677051|DD677051|LNEN60893-3-7|ETR|60.62|E|PDFC
DD797050|DD797050|LNEN61753-092-6/AC|ETR|60.62|E|PDFC
DD798050|DD798050|LNEN61755-1|ETR|60.62|E|PDFC
DD799050|DD799050|LNEN61770/AC|ETR|99.60|E|PDFC
DD800050|DD800050|LNEN61770|ETR|99.60|E|PDFC
DD801050|DD801050|LNEN62129|ETR|99.60|E|PDFC
DD802050|DD802050|LNEN62132-1|ETR|99.60|E|PDFC
DD803050|DD803050|LNEN62137|ETR|60.62|E|PDFC
DD804050|DD804050|LNEN62137/AC|ETR|60.62|E|PDFC
DD805050|DD805050|LNEN62271-102|ETR|99.60|E|PDFC
DD806050|DD806050|LNEN62271-102/AC|ETR|99.60|E|PDFC
DD807050|DD807050|LNEN61558-1/AC|ETR|99.60|E|PDFC
DD808050|DD808050|LNEN50122-1/AC|ETR|99.60|E|PDFC
DD809050|DD809050|LNEN60749-37|ETR|60.62|E|PDFC
DD810050|DD810050|LNEN50214/AC|ETR|60.62|E|PDFC
DD811050|DD811050|LNEN50177/AC|ETR|99.60|E|PDFC
DD812050|DD812050|LNEN60065/AC|ETR|99.60|E|PDFC
DD813050|DD813050|LNEN61000-4-6/AC|ETR|99.60|E|PDFC
DD814050|DD814050|LNEN60335-2-6/AC|ETR|60.62|E|PDFC
DD815050|DD815050|LNEN60669-2-1/AC|ETR|60.62|E|PDFC
DD816050|DD816050|LNEN60670-1/AC|ETR|60.62|E|PDFC
DD817050|DD817050|LNEN60598-2-22/AC|ETR|99.60|E|PDFC
DD818050|DD818050|LNEN60950-1/AC|ETR|99.60|E|PDFC
DD819050|DD819050|LNEN61010-031/A1|ETR|99.60|E|PDFC
DD820050|DD820050|LNEN60601-1-9|ETR|60.62|E|PDFC
DD821050|DD821050|LNEN60584-3|ETR|60.62|E|PDFC
DD822050|DD822050|LNEN61753-021-2|ETR|60.62|E|PDFC
DD823050|DD823050|LNEN60300-3-4|ETR|60.62|E|PDFC
DD824050|DD824050|LNEN60254-2|ETR|60.62|E|PDFC
DD825050|DD825050|LNEN50136-1-5|ETR|99.60|E|PDFC
DD826050|DD826050|LNEN50136-1-1/A2|ETR|99.60|E|PDFC
DD827050|DD827050|LNEN61347-1/A1|ETR|99.60|E|PDFC
DD828050|DD828050|LNEN60335-2-62/A1|ETR|60.62|E|PDFC
DD829050|DD829050|LNEN60335-2-58/A1|ETR|60.62|E|PDFC
DD830050|DD830050|LNEN60335-2-48/A1|ETR|60.62|E|PDFC
DD831050|DD831050|LNEN60335-2-38/A1|ETR|60.62|E|PDFC
DD832050|DD832050|LNEN62133|ETR|99.60|E|PDFC
DD833050|DD833050|LNEN60092-507|ETR|99.60|E|PDFC
DD834050|DD834050|LNEN60603-7|ETR|99.60|E|PDFC
DD835050|DD835050|LNEN60335-2-90|ETR|99.60|E|PDFC
DD836050|DD836050|LNEN60519-1|ETR|99.60|E|PDFC
DD837050|DD837050|LNEN50065-2-1|ETR|60.62|E|PDFC
DD838050|DD838050|LNEN50065-2-2|ETR|60.62|E|PDFC
DD839050|DD839050|LNEN61010-2-010|ETR|99.60|E|PDFC
DD840050|DD840050|LNEN60335-2-14|ETR|99.60|E|PDFC
DD370051|DD370051|LNEN55020/A2|ETR|99.60|E|PDFC
DD371051|DD371051|LNEN60730-1/A14|ETR|99.60|E|PDFC
DD372051|DD372051|LNEN60730-2-1/A11|ETR|99.60|E|PDFC
DD373051|DD373051|LNEN60730-2-11/A11|ETR|99.60|E|PDFC
DD374051|DD374051|LNEN60730-2-2/A11|ETR|99.60|E|PDFC
DD375051|DD375051|LNEN60730-2-3/A11|ETR|99.60|E|PDFC
DD376051|DD376051|LNEN60730-2-5/A11|ETR|99.60|E|PDFC
DD377051|DD377051|LNEN60730-2-12/A11|ETR|99.60|E|PDFC
DD378051|DD378051|LNEN60335-2-21/A1|ETR|60.62|E|PDFC
DD379051|DD379051|LNEN60730-2-9/A2|ETR|99.60|E|PDFC
DD380051|DD380051|LNEN61966-7-1|ETR|99.60|E|PDFC
DD381051|DD381051|LNEN61754-7|ETR|99.60|E|PDFC
DD382051|DD382051|LNEN60645-5|ETR|60.62|E|PDFC
DD383051|DD383051|LNEN82045-2|ETR|60.62|E|PDFC
DD384051|DD384051|LNEN55016-2-2/A1|ETR|99.60|E|PDFC
DD385051|DD385051|LNEN60335-2-105|ETR|60.62|E|PDFC
DD386051|DD386051|LNEN60335-2-95|ETR|99.60|E|PDFC
DD387051|DD387051|LNEN60745-2-2|ETR|99.60|E|PDFC
DD388051|DD388051|LNEN60745-2-4|ETR|99.60|E|PDFC
DD389051|DD389051|LNEN60745-2-6|ETR|99.60|E|PDFC
DD390051|DD390051|LNEN60779|ETR|99.60|E|PDFC
DD391051|DD391051|LNEN60825-4/A2|ETR|99.60|E|PDFC
DD392051|DD392051|LNEN60825-4/A1|ETR|99.60|E|PDFC
DD393051|DD393051|LNEN61988-3-1|ETR|60.62|E|PDFC
DD394051|DD394051|LNEN60317-30/A1|ETR|99.60|E|PDFC
DD395051|DD395051|LNEN50363-6|ETR|60.62|E|PDFC
DD396051|DD396051|LNEN50363-5|ETR|60.62|E|PDFC
DD397051|DD397051|LNEN50363-4-2|ETR|60.62|E|PDFC
DD398051|DD398051|LNEN50363-10-2|ETR|60.62|E|PDFC
DD399051|DD399051|LNEN50363-10-1|ETR|60.62|E|PDFC
DD400051|DD400051|LNEN50363-1|ETR|60.62|E|PDFC
DD401051|DD401051|LNEN50363-0|ETR|99.60|E|PDFC
DD402051|DD402051|LNEN50363-9-1|ETR|60.62|E|PDFC
DD403051|DD403051|LNEN50363-8|ETR|60.62|E|PDFC
DD404051|DD404051|LNEN60335-2-76/A11|ETR|99.60|E|PDFC
DD405051|DD405051|LNTR50473|ETR|60.62|E|PDFC
DD406051|DD406051|LNEN60034-9/A1|ETR|60.62|E|PDFC
DD407051|DD407051|LNEN50131-1|ETR|60.62|E|PDFC
DD408051|DD408051|LNEN50289-1-16|ETR|60.62|E|PDFC
DD409051|DD409051|LNEN60947-6-2/A1|ETR|60.62|E|PDFC
DD410051|DD410051|LNEN60745-2-5|ETR|99.60|E|PDFC
DD411051|DD411051|LNEN60745-2-14/A1|ETR|99.60|E|PDFC
DD412051|DD412051|LNEN60745-2-3|ETR|99.60|E|PDFC
DD413051|DD413051|LNEN61482-1-2|ETR|99.60|E|PDFC
DD841050|DD841050|LNEN50065-2-3|ETR|60.62|E|PDFC
DD842050|DD842050|LNEN62040-1-2|ETR|99.60|E|PDFC
DD843050|DD843050|LNEN81714-2|ETR|99.60|E|PDFC
DD844050|DD844050|LNEN55016-1-4/A1|ETR|99.60|E|PDFC
DD845050|DD845050|LNEN61096|ETR|60.62|E|PDFC
DD846050|DD846050|LNEN61076-3-100|ETR|60.62|E|PDFC
DD847050|DD847050|LNEN60335-2-75|ETR|60.62|E|PDFC
DD848050|DD848050|LNEN60335-2-24|ETR|99.60|E|PDFC
DD849050|DD849050|LNEN50094|ETR|60.62|E|PDFC
DD850050|DD850050|LNEN50060|ETR|60.62|E|PDFC
DD851050|DD851050|LNEN61249-2-4|ETR|60.62|E|PDFC
DD852050|DD852050|LNEN61512-1|ETR|60.62|E|PDFC
DD853050|DD853050|LNEN61065|ETR|60.62|E|PDFC
DD854050|DD854050|LNEN60335-2-24/A53|ETR|99.60|E|PDFC
DD855050|DD855050|LNEN60835-2-10|ETR|60.62|E|PDFC
DD856050|DD856050|LNEN61049|ETR|60.62|E|PDFC
DD857050|DD857050|LNEN61048|ETR|99.60|E|PDFC
DD858050|DD858050|LNEN61119-6|ETR|60.62|E|PDFC
DD859050|DD859050|LNEN61143-2|ETR|60.62|E|PDFC
DD860050|DD860050|LNEN60835-2-5|ETR|60.62|E|PDFC
DD861050|DD861050|LNEN60835-2-4|ETR|60.62|E|PDFC
DD862050|DD862050|LNEN60835-3-4|ETR|60.62|E|PDFC
DD863050|DD863050|LNEN60835-3-9|ETR|60.62|E|PDFC
DD864050|DD864050|LNEN60835-3-12|ETR|60.62|E|PDFC
DD865050|DD865050|LNEN60974-11|ETR|99.60|E|PDFC
DD866050|DD866050|LNEN60068-2-2|ETR|99.60|E|PDFC
DD867050|DD867050|LNEN60974-12|ETR|99.60|E|PDFC
DD868050|DD868050|LNEN60626-3|ETR|99.60|E|PDFC
DD869050|DD869050|LNEN60335-1/A51|ETR|99.60|E|PDFC
DD870050|DD870050|LNEN60107-1|ETR|60.62|E|PDFC
DD871050|DD871050|LNEN60335-1/A52|ETR|99.60|E|PDFC
DD872050|DD872050|LNEN60749-8|ETR|60.62|E|PDFC
DD873050|DD873050|LNEN61043|ETR|60.62|E|PDFC
DD874050|DD874050|LNEN61010-2-020|ETR|99.60|E|PDFC
DD875050|DD875050|LNEN60034-18-31|ETR|99.60|E|PDFC
DD876050|DD876050|LNEN60034-18-21|ETR|99.60|E|PDFC
DD877050|DD877050|LNEN50087|ETR|99.60|E|PDFC
DD878050|DD878050|LNEN61000-4-2/A1|ETR|99.60|E|PDFC
DD879050|DD879050|LNEN61009-1/A14|ETR|99.60|E|PDFC
DD880050|DD880050|LNEN61701|ETR|99.60|E|PDFC
DD881050|DD881050|LNEN61721|ETR|99.60|E|PDFC
DD882050|DD882050|LNEN61558-2-17|ETR|99.60|E|PDFC
DD883050|DD883050|LNEN60400|ETR|99.60|E|PDFC
DD884050|DD884050|LNEN61904|ETR|60.62|E|PDFC
DD546051|DD546051|LNEN60094-3/A3|ETR|60.62|E|PDFC
DD547051|DD547051|LNEN60371-3-2|ETR|99.60|E|PDFC
DD548051|DD548051|LNEN60371-3-3|ETR|60.62|E|PDFC
DD549051|DD549051|LNEN61334-3-21|ETR|60.62|E|PDFC
DD550051|DD550051|LNEN60870-6-501|ETR|60.62|E|PDFC
DD551051|DD551051|LNEN61595-2|ETR|60.62|E|PDFC
DD552051|DD552051|LNEN61237-4|ETR|60.62|E|PDFC
DD553051|DD553051|LNEN60444-6|ETR|99.60|E|PDFC
DD554051|DD554051|LNEN60645-3|ETR|99.60|E|PDFC
DD555051|DD555051|LNEN61223-3-2|ETR|99.60|E|PDFC
DD556051|DD556051|LNEN61223-3-3|ETR|60.62|E|PDFC
DD557051|DD557051|LNEN60601-2-18|ETR|99.60|E|PDFC
DD558051|DD558051|LNEN60335-1/A1|ETR|99.60|E|PDFC
DD559051|DD559051|LNEN60269-2|ETR|99.60|E|PDFC
DD560051|DD560051|LNEN61298-2|ETR|99.60|E|PDFC
DD561051|DD561051|LNEN61021-1|ETR|60.62|E|PDFC
DD562051|DD562051|LNEN60601-2-19/A1|ETR|99.60|E|PDFC
DD563051|DD563051|LNEN60870-5-102|ETR|60.62|E|PDFC
DD564051|DD564051|LNEN61515|ETR|99.60|E|PDFC
DD565051|DD565051|LNEN61298-1|ETR|99.60|E|PDFC
DD566051|DD566051|LNEN61327|ETR|60.62|E|PDFC
DD567051|DD567051|LNEN60931-3|ETR|60.62|E|PDFC
DD568051|DD568051|LNEN60917-1/A1|ETR|99.60|E|PDFC
DD569051|DD569051|LNEN61319-1/A11|ETR|60.62|E|PDFC
DD570051|DD570051|LNEN50332-1|ETR|99.60|E|PDFC
DD571051|DD571051|LNEN61969-1|ETR|99.60|E|PDFC
DD572051|DD572051|LNEN62005-4|ETR|60.62|E|PDFC
DD573051|DD573051|LNEN61300-3-24|ETR|99.60|E|PDFC
DD574051|DD574051|LNEN60669-2-4|ETR|60.62|E|PDFC
DD575051|DD575051|LNEN61803|ETR|99.60|E|PDFC
DD576051|DD576051|LNEN60437|ETR|60.62|E|PDFC
DD577051|DD577051|LNEN60433|ETR|60.62|E|PDFC
DD578051|DD578051|LNEN61943|ETR|60.62|E|PDFC
DD579051|DD579051|LNEN60317-39/A1|ETR|99.60|E|PDFC
DD580051|DD580051|LNEN60317-40/A1|ETR|99.60|E|PDFC
DD581051|DD581051|LNEN60191-3|ETR|60.62|E|PDFC
DD582051|DD582051|LNEN61969-2|ETR|99.60|E|PDFC
DD583051|DD583051|LNEN60191-4|ETR|99.60|E|PDFC
DD584051|DD584051|LNEN60335-2-58|ETR|99.60|E|PDFC
DD585051|DD585051|LNEN60976/A1|ETR|99.60|E|PDFC
DD586051|DD586051|LNEN60519-4/A1|ETR|99.60|E|PDFC
DD587051|DD587051|LNEN62035|ETR|99.60|E|PDFC
DD588051|DD588051|LNEN50320|ETR|60.62|E|PDFC
DD589051|DD589051|LNEN61935-1|ETR|99.60|E|PDFC
DD885050|DD885050|LNEN60216-1|ETR|99.60|E|PDFC
DD886050|DD886050|LNEN62216-1|ETR|99.60|E|PDFC
DD887050|DD887050|LNEN61300-3-26|ETR|60.62|E|PDFC
DD888050|DD888050|LNEN61290-3-2|ETR|99.60|E|PDFC
DD889050|DD889050|LNEN60794-2-30|ETR|99.60|E|PDFC
DD890050|DD890050|LNEN60794-2-20|ETR|99.60|E|PDFC
DD891050|DD891050|LNEN60794-2-10|ETR|99.60|E|PDFC
DD892050|DD892050|LNEN60601-2-46|ETR|99.60|E|PDFC
DD893050|DD893050|LNEN103187|ETR|60.62|E|PDFC
DD894050|DD894050|LNEN60601-2-39|ETR|99.60|E|PDFC
DD895050|DD895050|LNEN60352-7|ETR|60.62|E|PDFC
DD896050|DD896050|LNEN60749-18|ETR|99.60|E|PDFC
DD897050|DD897050|LNEN60684-3-246|ETR|99.60|E|PDFC
DD898050|DD898050|LNEN50065-4-2/A1|ETR|60.62|E|PDFC
DD899050|DD899050|LNEN60127-6/A2|ETR|60.62|E|PDFC
DD900050|DD900050|LNEN50416|ETR|60.62|E|PDFC
DD901050|DD901050|LNEN61010-2-010|ETR|99.60|E|PDFC
DD902050|DD902050|LNEN61631|ETR|99.60|E|PDFC
DD903050|DD903050|LNEN61951-1/A1|ETR|99.60|E|PDFC
DD904050|DD904050|LNEN50173-1|ETR|99.60|E|PDFC
DD905050|DD905050|LNEN60079-7|ETR|99.60|E|PDFC
DD906050|DD906050|LNEN61959|ETR|60.62|E|PDFC
DD907050|DD907050|LNEN61960|ETR|99.60|E|PDFC
DD908050|DD908050|LNEN61290-1-3|ETR|99.60|E|PDFC
DD909050|DD909050|LNEN62132-5|ETR|60.62|E|PDFC
DD910050|DD910050|LNEN62013-1|ETR|99.60|E|PDFC
DD911050|DD911050|LNEN60076-10|ETR|99.60|E|PDFC
DD912050|DD912050|LNEN60903/A11|ETR|99.60|E|PDFC
DD913050|DD913050|LNEN61010-2-010/A1|ETR|99.60|E|PDFC
DD914050|DD914050|LNEN60335-2-21/A3|ETR|99.60|E|PDFC
DD915050|DD915050|LNEN60335-2-31/A1|ETR|99.60|E|PDFC
DD916050|DD916050|LNEN62196-1|ETR|99.60|E|PDFC
DD917050|DD917050|LNEN60846|ETR|99.60|E|PDFC
DD918050|DD918050|LNEN55016-1-4|ETR|99.60|E|PDFC
DD919050|DD919050|LNEN50065-2-1/A1|ETR|60.62|E|PDFC
DD920050|DD920050|LNEN60503|ETR|60.62|E|PDFC
DD921050|DD921050|LNEN61069-4|ETR|99.60|E|PDFC
DD922050|DD922050|LNEN55020|ETR|99.60|E|PDFC
DD923050|DD923050|LNEN60601-2-13|ETR|60.62|E|PDFC
DD924050|DD924050|LNEN61069-8|ETR|99.60|E|PDFC
DD925050|DD925050|LNEN60061-4/A5|ETR|60.62|E|PDFC
DD926050|DD926050|LNEN60838-2-1|ETR|60.62|E|PDFC
DD927050|DD927050|LNEN60838-2-1/A1|ETR|60.62|E|PDFC
DD928050|DD928050|LNEN50085-2-3|ETR|99.60|E|PDFC
DD678051|DD678051|LNEN60893-3-4|ETR|60.62|E|PDFC
DD679051|DD679051|LNEN50104/A1|ETR|99.60|E|PDFC
DD680051|DD680051|LNEN50018|ETR|99.60|E|PDFC
DD681051|DD681051|LNEN61242/A11|ETR|60.62|E|PDFC
DD682051|DD682051|LNEN61300-2-1|ETR|99.60|E|PDFC
DD683051|DD683051|LNEN50392|ETR|99.60|E|PDFC
DD684051|DD684051|LNEN61300-3-16|ETR|60.62|E|PDFC
DD685051|DD685051|LNEN50018/A1|ETR|99.60|E|PDFC
DD686051|DD686051|LNEN60947-5-2/A2|ETR|99.60|E|PDFC
DD687051|DD687051|LNEN60335-2-80|ETR|60.62|E|PDFC
DD688051|DD688051|LNEN50243|ETR|60.62|E|PDFC
DD689051|DD689051|LNEN60695-7-1|ETR|99.60|E|PDFC
DD690051|DD690051|LNEN50172|ETR|60.62|E|PDFC
DD691051|DD691051|LNEN61770/A1|ETR|99.60|E|PDFC
DD692051|DD692051|LNEN50156-1|ETR|99.60|E|PDFC
DD693051|DD693051|LNEN55016-1-2/A1|ETR|99.60|E|PDFC
DD694051|DD694051|LNEN60335-2-41|ETR|60.62|E|PDFC
DD695051|DD695051|LNEN50241-1|ETR|99.60|E|PDFC
DD696051|DD696051|LNEN50396|ETR|60.62|E|PDFC
DD697051|DD697051|LNEN60317-12/A2|ETR|99.60|E|PDFC
DD698051|DD698051|LNEN60376|ETR|99.60|E|PDFC
DD699051|DD699051|LNEN61034-2|ETR|60.62|E|PDFC
DD700051|DD700051|LNEN55022/A2|ETR|99.60|E|PDFC
DD701051|DD701051|LNEN60601-1-8/A1|ETR|99.60|E|PDFC
DD702051|DD702051|LNEN60895|ETR|99.60|E|PDFC
DD703051|DD703051|LNEN60903|ETR|99.60|E|PDFC
DD704051|DD704051|LNEN61010-2-051|ETR|99.60|E|PDFC
DD705051|DD705051|LNEN60034-14|ETR|99.60|E|PDFC
DD706051|DD706051|LNEN60311|ETR|99.60|E|PDFC
DD707051|DD707051|LNEN60335-2-8|ETR|99.60|E|PDFC
DD708051|DD708051|LNEN60335-2-8/A1|ETR|99.60|E|PDFC
DD709051|DD709051|LNEN60335-2-9/A1|ETR|99.60|E|PDFC
DD710051|DD710051|LNEN60335-2-9/A11|ETR|99.60|E|PDFC
DD711051|DD711051|LNEN60335-2-9/A12|ETR|99.60|E|PDFC
DD712051|DD712051|LNEN60335-2-9/A13|ETR|99.60|E|PDFC
DD713051|DD713051|LNEN60335-2-9/A2|ETR|99.60|E|PDFC
DD714051|DD714051|LNEN60335-2-10|ETR|99.60|E|PDFC
DD715051|DD715051|LNEN60335-2-11|ETR|99.60|E|PDFC
DD716051|DD716051|LNEN60335-2-11/A1|ETR|99.60|E|PDFC
DD717051|DD717051|LNEN60335-2-12|ETR|99.60|E|PDFC
DD718051|DD718051|LNEN60335-2-13|ETR|99.60|E|PDFC
DD719051|DD719051|LNEN60335-2-13/A2|ETR|99.60|E|PDFC
DD720051|DD720051|LNEN60335-2-14/A1|ETR|99.60|E|PDFC
DD721051|DD721051|LNEN60335-2-14/A11|ETR|99.60|E|PDFC
DD722051|DD722051|LNEN60335-2-14/A2|ETR|99.60|E|PDFC
DD929050|DD929050|LNEN60439-4|ETR|99.60|E|PDFC
DD930050|DD930050|LNEN61300-2-19|ETR|99.60|E|PDFC
DD931050|DD931050|LNEN60947-5-1/A12|ETR|99.60|E|PDFC
DD932050|DD932050|LNEN60439-4/A2|ETR|99.60|E|PDFC
DD933050|DD933050|ENV50275-2-4|ETR|60.62|E|PDFC
DD934050|DD934050|LNEN60099-5/A1|ETR|99.60|E|PDFC
DD935050|DD935050|LNEN61284|ETR|60.62|E|PDFC
DD936050|DD936050|LNEN60172/A1|ETR|99.60|E|PDFC
DD937050|DD937050|LNEN60099-1/A1|ETR|60.62|E|PDFC
DD938050|DD938050|LNEN50289-3-10|ETR|60.62|E|PDFC
DD939050|DD939050|LNEN60952-3|ETR|99.60|E|PDFC
DD940050|DD940050|LNEN60952-2|ETR|99.60|E|PDFC
DD941050|DD941050|LNEN60172|ETR|99.60|E|PDFC
DD942050|DD942050|LNEN60099-1|ETR|60.62|E|PDFC
DD943050|DD943050|LNEN60068-2-45|ETR|60.62|E|PDFC
DD944050|DD944050|LNEN60601-2-40|ETR|99.60|E|PDFC
DD945050|DD945050|LNEN60601-2-23|ETR|99.60|E|PDFC
DD946050|DD946050|LNEN50310|ETR|99.60|E|PDFC
DD947050|DD947050|LNEN62114|ETR|99.60|E|PDFC
DD948050|DD948050|LNEN60695-6-1|ETR|99.60|E|PDFC
DD949050|DD949050|LNEN61558-2-12|ETR|99.60|E|PDFC
DD950050|DD950050|LNEN61674|ETR|99.60|E|PDFC
DD951050|DD951050|LNEN60601-3-1|ETR|60.62|E|PDFC
DD952050|DD952050|LNEN60269-4-1|ETR|99.60|E|PDFC
DD953050|DD953050|LNEN50216-6|ETR|60.62|E|PDFC
DD954050|DD954050|LNEN60601-2-36|ETR|99.60|E|PDFC
DD955050|DD955050|LNEN60730-1/A16|ETR|99.60|E|PDFC
DD956050|DD956050|LNEN62134-1|ETR|99.60|E|PDFC
DD957050|DD957050|LNEN61967-1|ETR|99.60|E|PDFC
DD958050|DD958050|LNEN62326-1|ETR|60.62|E|PDFC
DD959050|DD959050|LNEN61190-1-1|ETR|60.62|E|PDFC
DD960050|DD960050|LNEN61190-1-3|ETR|99.60|E|PDFC
DD961050|DD961050|LNEN50317/A1|ETR|99.60|E|PDFC
DD962050|DD962050|LNEN61472|ETR|99.60|E|PDFC
DD963050|DD963050|LNEN61347-2-7|ETR|99.60|E|PDFC
DD964050|DD964050|LNEN60335-2-7|ETR|99.60|E|PDFC
DD965050|DD965050|LNEN60076-11|ETR|99.60|E|PDFC
DD966050|DD966050|LNEN50123-2|ETR|60.62|E|PDFC
DD967050|DD967050|LNEN50123-1|ETR|60.62|E|PDFC
DD968050|DD968050|LNEN62040-1-1|ETR|99.60|E|PDFC
DD969050|DD969050|LNEN50123-7-3|ETR|60.62|E|PDFC
DD970050|DD970050|LNEN50123-7-2|ETR|60.62|E|PDFC
DD971050|DD971050|LNEN50123-7-1|ETR|60.62|E|PDFC
DD972050|DD972050|LNEN50123-6|ETR|60.62|E|PDFC
DD414051|DD414051|LNEN61181|ETR|60.62|E|PDFC
DD415051|DD415051|LNEN60068-2-1|ETR|60.62|E|PDFC
